date,channel,campaign,country,bid,daily_budget,impressions,clicks,conversions,spend_usd
2025-02-01,Facebook,Hotel,TW,1.372,373.43,5593,185,6,180.37
2025-03-01,Baidu,Flight,JP,0.538,336.8,14641,311,10,188.41
2025-02-28,Twitter,Vacation,KR,0.152,249.25,2765,66,1,7.94
2025-02-05,Google,Hotel,KR,1.394,230.59,8943,287,14,230.59
2025-01-02,Twitter,Vacation,SG,0.823,235.94,2482,52,3,34.75
2025-01-16,Facebook,Hotel,TW,0.99,237.16,5231,105,2,97.61
2025-02-02,Baidu,Flight,JP,0.456,330.94,7733,185,6,61.28
2025-01-28,Facebook,Vacation,TW,1.606,72.24,2160,71,0,72.24
2025-01-18,Facebook,Hotel,KR,0.163,435.72,3932,84,5,14.9
2025-01-10,Google,Hotel,TW,0.289,83.13,1135,26,5,9.29
2025-01-12,Facebook,Flight,TW,0.394,177.59,4830,96,5,27.13
2025-01-11,Google,Vacation,SG,0.244,481.59,1219,19,2,3.4
2025-01-08,Baidu,Hotel,TW,1.883,416.75,927,37,0,85.83
2025-01-02,Google,Flight,SG,0.174,346.05,12467,273,14,49.63
2025-02-24,Facebook,Vacation,TH,1.233,117.16,7140,209,6,117.16
2025-01-18,Twitter,Hotel,SG,0.924,127.42,18193,381,17,127.42
2025-02-07,Google,Flight,TW,1.291,383.64,17172,501,26,383.64
2025-01-09,Google,Hotel,SG,1.513,279.37,3531,104,7,122.55
2025-02-21,Google,Hotel,TW,1.873,314.0,3258,96,1,129.85
2025-01-29,Baidu,Flight,JP,0.688,307.09,19013,380,20,240.35
2025-01-12,Naver,Flight,TH,1.254,365.39,5803,171,3,229.93
2025-02-24,Facebook,Vacation,KR,0.794,309.02,17434,345,9,236.64
2025-01-31,Google,Flight,TW,0.767,465.03,12753,288,15,257.66
2025-01-16,Twitter,Vacation,TH,1.848,420.52,19998,573,11,420.52
2025-01-09,Twitter,Vacation,TW,1.419,175.5,4568,147,5,175.5
2025-02-10,Facebook,Hotel,JP,1.223,144.45,13276,398,10,144.45
2025-01-12,Baidu,Hotel,TH,0.481,429.85,2900,61,2,29.37
2025-01-03,Baidu,Vacation,TH,1.935,65.41,5320,175,5,65.41
2025-02-27,Twitter,Vacation,TW,1.258,432.04,4735,138,3,168.7
2025-02-04,Naver,Hotel,TW,1.681,68.14,6042,155,7,68.14
2025-02-26,Naver,Flight,KR,0.526,263.13,8201,143,6,70.49
2025-02-06,Google,Hotel,TW,0.553,78.62,549,16,0,7.46
2025-01-20,Baidu,Vacation,SG,1.14,150.31,19688,631,25,150.31
2025-01-27,Naver,Vacation,TW,1.559,424.3,13806,405,16,424.3
2025-01-26,Naver,Flight,KR,1.231,427.52,3009,99,1,153.18
2025-01-19,Google,Hotel,JP,0.9,198.09,8324,165,6,154.67
2025-01-27,Facebook,Vacation,TH,1.037,185.1,270,5,0,4.42
2025-02-19,Google,Hotel,KR,0.191,440.0,1845,38,5,5.1
2025-02-14,Google,Vacation,JP,0.427,310.15,1358,26,1,12.33
2025-01-25,Facebook,Vacation,TW,1.826,147.16,2814,91,3,147.16
2025-01-07,Google,Hotel,TW,0.618,379.17,15907,308,12,172.56
2025-01-15,Facebook,Flight,JP,0.827,179.51,17263,340,8,179.51
2025-01-11,Facebook,Flight,KR,1.581,416.17,18986,559,19,416.17
2025-02-03,Facebook,Vacation,JP,0.502,394.97,3321,74,1,42.78
2025-01-27,Baidu,Hotel,JP,0.325,188.02,7345,145,3,59.4
2025-01-11,Twitter,Flight,JP,1.409,105.06,10327,327,14,105.06
2025-01-10,Baidu,Flight,JP,1.862,416.91,6450,198,14,331.84
2025-01-08,Naver,Flight,SG,0.362,106.94,19359,389,9,106.94
2025-03-01,Naver,Hotel,TW,0.993,368.69,1751,42,1,35.38
2025-01-21,Baidu,Hotel,TW,0.755,192.14,1446,26,2,24.87
2025-01-27,Baidu,Flight,TW,0.619,466.97,5976,127,3,85.31
2025-02-11,Naver,Flight,KR,0.103,233.15,2765,53,2,4.92
2025-02-27,Baidu,Hotel,JP,0.342,211.1,17271,339,15,117.25
2025-01-19,Baidu,Vacation,TW,1.956,466.42,8974,287,9,466.42
2025-02-07,Google,Hotel,KR,0.782,83.6,17064,353,14,83.6
2025-02-17,Naver,Vacation,TW,0.576,305.5,10558,190,9,87.97
2025-01-05,Google,Hotel,KR,0.158,280.89,11616,238,8,31.73
2025-02-14,Baidu,Flight,SG,1.699,333.25,5548,151,7,278.91
2025-02-25,Facebook,Vacation,JP,1.226,172.41,15123,438,21,172.41
2025-01-10,Facebook,Hotel,TH,0.707,315.9,1040,17,1,13.23
2025-01-22,Google,Flight,SG,1.189,311.3,7559,220,13,198.44
2025-02-10,Google,Hotel,TH,1.545,258.71,9569,307,10,258.71
2025-02-13,Google,Hotel,TH,1.176,120.26,15860,461,23,120.26
2025-01-26,Twitter,Flight,TH,0.499,274.75,9123,183,8,85.77
2025-02-05,Facebook,Vacation,TW,0.998,61.33,7411,140,6,61.33
2025-02-01,Naver,Vacation,KR,1.309,354.52,17532,516,21,354.52
2025-01-26,Naver,Vacation,TW,1.745,106.76,3120,76,4,106.76
2025-02-20,Google,Flight,TW,1.793,362.14,2435,66,3,135.91
2025-02-22,Twitter,Flight,KR,1.702,138.86,19395,595,13,138.86
2025-02-14,Baidu,Vacation,SG,0.724,57.6,12821,289,12,57.6
2025-02-12,Facebook,Vacation,TW,0.393,219.0,19936,347,10,124.12
2025-01-19,Naver,Hotel,KR,1.573,458.77,14317,420,11,458.77
2025-02-21,Facebook,Hotel,TW,1.21,223.6,7529,221,9,222.9
2025-02-04,Baidu,Flight,TH,0.719,353.9,3556,63,0,44.46
2025-02-01,Twitter,Vacation,JP,1.059,100.56,8072,273,11,100.56
2025-01-09,Facebook,Vacation,TW,1.164,179.94,3632,99,3,131.4
2025-01-20,Google,Flight,TH,0.955,145.42,1219,27,2,30.67
2025-02-20,Twitter,Flight,JP,1.893,202.75,18472,493,13,202.75
2025-02-23,Naver,Hotel,JP,1.058,409.49,7679,227,7,196.12
2025-02-10,Twitter,Flight,SG,0.604,115.86,1255,17,0,12.29
2025-01-04,Google,Hotel,TH,1.027,429.3,6096,168,3,159.78
2025-02-06,Google,Flight,TH,0.302,175.78,15344,291,10,89.56
2025-01-23,Facebook,Vacation,TW,1.104,252.57,7895,239,4,205.79
2025-01-10,Baidu,Hotel,KR,1.2,471.95,16682,530,14,471.95
2025-02-18,Twitter,Hotel,JP,1.114,86.91,2122,68,4,78.94
2025-02-09,Facebook,Hotel,KR,0.145,476.41,6893,153,4,17.86
2025-02-27,Baidu,Vacation,TH,1.784,100.76,2114,64,7,100.76
2025-01-14,Naver,Vacation,JP,0.347,465.2,2291,53,2,15.41
2025-02-18,Facebook,Vacation,KR,1.531,148.6,19906,597,26,148.6
2025-01-10,Baidu,Hotel,SG,1.051,322.84,2241,69,3,88.1
2025-02-14,Google,Hotel,TH,0.921,329.48,17457,344,12,249.13
2025-01-13,Facebook,Flight,TW,1.268,395.48,8644,242,5,308.49
2025-01-10,Naver,Flight,TH,1.973,293.65,15374,472,12,293.65
2025-02-05,Google,Hotel,TW,0.194,471.25,10723,210,12,45.08
2025-02-20,Google,Hotel,JP,0.684,148.98,10474,207,4,148.98
2025-01-16,Google,Flight,KR,1.976,91.04,8558,253,6,91.04
2025-02-01,Facebook,Vacation,JP,1.305,128.25,12797,411,18,128.25
2025-02-08,Naver,Flight,KR,0.978,374.83,1469,36,2,29.96
2025-01-06,Twitter,Flight,TW,1.605,99.48,1347,39,3,56.9
2025-01-17,Naver,Hotel,TW,1.475,443.4,5096,148,5,216.27
2025-01-22,Baidu,Flight,JP,0.881,476.02,11971,239,5,174.57
2025-02-09,Naver,Hotel,TW,0.239,478.29,6137,119,5,32.77
2025-01-27,Naver,Vacation,TW,0.119,465.62,9196,163,4,19.42
2025-01-26,Naver,Flight,JP,0.531,73.13,5549,122,2,48.77
2025-03-01,Twitter,Vacation,SG,0.61,232.03,2637,56,6,33.24
2025-02-18,Baidu,Hotel,TH,1.085,477.96,18105,543,23,477.96
2025-02-26,Google,Hotel,SG,0.381,161.99,5943,135,3,43.52
2025-02-16,Google,Vacation,TH,0.711,319.07,1826,37,4,23.22
2025-02-21,Baidu,Vacation,TH,1.039,304.28,15594,463,21,304.28
2025-01-31,Baidu,Vacation,TH,1.704,416.63,3962,119,4,213.05
2025-02-08,Twitter,Vacation,SG,1.082,85.87,16037,478,9,85.87
2025-02-22,Google,Vacation,JP,0.736,174.83,10196,225,11,174.83
2025-02-12,Facebook,Vacation,SG,0.504,403.41,8095,155,6,101.6
2025-03-01,Twitter,Hotel,TW,1.184,416.6,8524,262,7,360.62
2025-02-27,Naver,Flight,TH,1.89,166.94,16927,541,8,166.94
2025-02-27,Google,Flight,SG,1.438,268.76,4099,138,3,180.89
2025-02-04,Google,Hotel,JP,0.219,202.73,9345,195,11,33.12
2025-02-27,Naver,Hotel,KR,0.234,184.73,4550,76,1,13.6
2025-02-18,Baidu,Vacation,KR,0.511,286.35,8918,162,6,83.9
2025-03-01,Naver,Vacation,KR,1.764,313.09,18217,577,15,313.09
2025-01-13,Baidu,Flight,TH,0.943,122.51,19515,374,24,122.51
2025-02-05,Google,Vacation,TW,0.193,439.39,17179,328,11,78.87
2025-01-23,Naver,Vacation,KR,1.855,335.09,5609,176,4,294.68
2025-01-22,Facebook,Hotel,TW,1.938,407.78,5180,171,2,234.78
2025-02-14,Facebook,Hotel,TW,0.821,461.4,14023,294,9,303.85
2025-01-05,Baidu,Hotel,SG,1.116,443.33,3049,91,4,116.34
2025-02-05,Naver,Vacation,TW,0.528,414.83,12818,253,12,103.81
2025-01-16,Baidu,Vacation,SG,0.276,407.65,430,7,0,2.37
2025-01-16,Baidu,Vacation,TW,1.361,185.41,8801,256,14,185.41
2025-01-08,Baidu,Vacation,SG,1.529,490.67,12875,401,17,490.67
2025-01-10,Baidu,Flight,SG,1.611,384.9,19444,562,13,384.9
2025-02-21,Google,Hotel,JP,0.842,280.83,15187,304,12,216.81
2025-01-25,Naver,Vacation,KR,0.53,467.58,15143,317,6,210.46
2025-01-07,Google,Vacation,TH,0.958,161.01,4033,60,2,50.83
2025-02-10,Facebook,Hotel,JP,0.83,283.41,11696,250,8,182.33
2025-01-06,Twitter,Flight,TH,0.116,493.56,14601,326,15,47.33
2025-02-03,Baidu,Flight,SG,0.833,94.91,17846,380,19,94.91
2025-02-22,Google,Hotel,JP,1.8,230.56,3157,91,5,154.88
2025-01-25,Twitter,Flight,KR,0.551,457.09,11557,230,4,114.79
2025-01-08,Facebook,Vacation,JP,0.252,354.59,7809,154,4,35.29
2025-02-20,Naver,Hotel,TH,0.367,353.17,9978,202,5,71.74
2025-02-05,Google,Hotel,SG,0.123,401.8,18347,328,6,50.69
2025-02-07,Google,Vacation,SG,0.208,189.79,7284,159,6,34.08
2025-02-18,Twitter,Vacation,JP,1.311,367.59,4647,138,4,158.37
2025-01-13,Naver,Vacation,TH,0.961,479.51,12055,227,6,206.04
2025-02-11,Naver,Flight,TH,0.672,105.4,15213,275,11,105.4
2025-02-16,Naver,Vacation,JP,1.372,106.85,625,14,1,21.09
2025-01-06,Google,Hotel,TW,0.777,373.45,15333,323,15,242.06
2025-01-09,Facebook,Vacation,TH,0.217,82.18,10189,196,6,35.67
2025-02-19,Naver,Hotel,TW,1.33,176.69,7648,210,8,176.69
2025-02-16,Facebook,Hotel,TH,0.123,166.02,16188,334,10,35.68
2025-01-11,Google,Vacation,JP,1.704,394.2,5126,163,5,281.86
2025-02-16,Facebook,Vacation,SG,1.862,51.4,13620,358,17,51.4
2025-02-11,Naver,Flight,SG,0.429,195.83,16160,313,10,95.51
2025-02-19,Facebook,Flight,SG,1.13,452.05,1243,31,1,36.69
2025-02-07,Facebook,Hotel,TW,1.429,360.29,14506,429,15,360.29
2025-01-20,Google,Flight,TH,0.948,471.9,16844,354,13,351.31
2025-02-06,Facebook,Vacation,TW,1.464,129.15,18339,560,14,129.15
2025-02-21,Google,Flight,JP,1.062,292.89,14819,434,15,292.89
2025-01-26,Google,Flight,TW,1.572,166.87,3983,118,7,166.87
2025-02-09,Facebook,Vacation,TW,0.532,141.16,2962,69,2,45.03
2025-01-07,Naver,Flight,TH,1.82,436.88,11048,307,9,436.47
2025-02-15,Twitter,Vacation,TH,1.74,113.02,1516,40,1,66.84
2025-02-15,Baidu,Vacation,TW,1.812,315.34,12133,366,17,315.34
2025-02-28,Naver,Hotel,TH,1.823,476.89,12634,377,14,476.89
2025-01-25,Facebook,Hotel,TW,0.868,424.61,18668,401,11,412.39
2025-02-13,Baidu,Flight,TH,1.048,259.96,10876,363,15,259.96
2025-01-28,Baidu,Flight,JP,1.281,172.89,1759,53,3,73.73
2025-01-20,Baidu,Vacation,SG,0.26,198.19,10673,218,5,45.11
2025-02-28,Twitter,Hotel,SG,1.628,354.71,9162,284,7,354.71
2025-01-02,Facebook,Vacation,TW,0.994,102.31,8180,164,5,102.31
2025-02-15,Naver,Flight,SG,1.64,476.69,5242,126,8,222.14
2025-01-20,Baidu,Flight,JP,1.047,213.9,1947,48,0,64.38
2025-02-13,Twitter,Vacation,TW,0.678,253.43,3985,86,4,64.02
2025-01-21,Naver,Hotel,JP,1.034,481.81,1265,47,2,45.05
2025-02-02,Facebook,Flight,JP,0.917,256.21,19519,407,9,256.21
2025-02-04,Facebook,Vacation,TH,1.456,348.12,13808,401,8,348.12
2025-01-21,Google,Vacation,TW,0.888,243.5,18749,369,13,243.5
2025-02-02,Twitter,Vacation,JP,1.679,297.92,14892,450,9,297.92
2025-01-28,Facebook,Flight,TW,0.922,412.32,382,6,0,5.84
2025-01-12,Google,Flight,JP,0.465,332.17,4070,71,3,23.9
2025-01-14,Naver,Flight,TH,1.95,447.06,5870,147,5,259.28
2025-01-25,Naver,Flight,SG,1.719,338.53,7946,241,8,338.35
2025-02-26,Google,Hotel,SG,1.369,219.05,15542,428,21,219.05
2025-02-02,Google,Hotel,SG,0.105,203.46,2623,68,5,5.53
2025-01-31,Google,Flight,JP,0.916,134.32,18103,390,16,134.32
2025-02-19,Naver,Vacation,SG,1.207,74.42,11101,309,13,74.42
2025-02-16,Facebook,Flight,JP,1.593,95.28,4824,155,10,95.28
2025-01-07,Naver,Vacation,KR,1.153,210.4,13349,404,14,210.4
2025-01-27,Twitter,Flight,SG,0.683,311.82,3181,71,1,37.69
2025-01-09,Google,Vacation,TW,1.968,50.51,6641,193,7,50.51
2025-01-14,Facebook,Flight,TH,1.568,178.62,6570,173,7,178.62
2025-01-25,Twitter,Hotel,TH,0.212,120.91,18622,358,13,68.18
2025-01-20,Twitter,Hotel,SG,1.658,97.73,4386,120,3,97.73
2025-01-30,Baidu,Hotel,TH,1.03,488.36,13919,382,13,367.91
2025-01-01,Facebook,Vacation,JP,1.764,356.91,11521,360,7,356.91
2025-01-14,Twitter,Hotel,JP,1.201,208.33,11125,317,15,208.33
2025-01-27,Facebook,Flight,KR,0.441,130.31,8539,166,3,74.69
2025-01-27,Google,Hotel,KR,0.934,411.38,4939,92,4,76.29
2025-01-05,Naver,Vacation,JP,1.724,57.34,4754,129,4,57.34
2025-02-15,Facebook,Hotel,SG,0.186,240.96,19064,373,12,78.68
2025-01-24,Baidu,Flight,JP,0.193,363.42,4976,101,5,19.96
2025-02-23,Twitter,Hotel,JP,1.892,85.6,6835,197,2,85.6
2025-01-23,Baidu,Vacation,JP,0.134,477.05,11358,238,8,27.3
2025-01-04,Naver,Flight,KR,0.857,349.62,11846,241,12,222.79
2025-01-06,Naver,Flight,JP,1.888,116.67,11314,335,12,116.67
2025-02-13,Twitter,Vacation,TW,0.316,98.86,16889,328,10,98.86
2025-02-08,Naver,Hotel,SG,1.281,295.93,6418,238,9,294.61
2025-01-15,Facebook,Vacation,TW,0.514,418.19,15491,326,12,182.47
2025-02-08,Google,Flight,TH,0.881,490.18,4809,95,2,72.54
2025-03-01,Facebook,Hotel,TH,1.847,341.06,19719,582,20,341.06
2025-02-09,Twitter,Hotel,TH,1.748,443.45,18154,518,18,443.45
2025-01-09,Twitter,Flight,JP,1.477,277.9,2451,67,4,106.21
2025-02-01,Google,Vacation,JP,0.994,232.93,7271,136,8,158.25
2025-01-20,Google,Flight,JP,0.973,181.48,8460,177,6,179.62
2025-01-25,Naver,Hotel,SG,1.991,275.14,4573,129,0,275.14
2025-01-15,Facebook,Flight,TW,1.693,344.87,5138,175,6,238.77
2025-02-19,Naver,Flight,KR,0.388,470.99,7734,133,6,62.58
2025-01-01,Naver,Hotel,TW,1.14,403.26,7735,234,9,189.25
2025-01-13,Facebook,Hotel,TH,1.919,200.45,5199,145,3,200.45
2025-01-25,Facebook,Hotel,TW,1.431,200.56,11738,367,13,200.56
2025-02-11,Facebook,Vacation,SG,1.035,359.24,9198,261,15,298.16
2025-01-31,Facebook,Hotel,KR,1.272,335.94,7584,214,1,219.18
2025-01-21,Baidu,Flight,TW,1.97,347.47,11070,314,11,347.47
2025-02-11,Twitter,Vacation,TH,1.599,59.41,4466,120,2,59.41
2025-01-18,Naver,Flight,KR,0.504,367.12,16909,327,7,134.78
2025-02-24,Google,Hotel,JP,1.947,241.42,19575,601,27,241.42
2025-01-20,Facebook,Vacation,TW,0.505,356.46,14104,274,6,145.49
2025-01-12,Naver,Flight,SG,0.128,295.7,6050,117,1,17.41
2025-01-09,Facebook,Vacation,SG,1.848,72.14,8812,263,5,72.14
2025-01-01,Google,Flight,TH,0.637,319.12,18817,395,15,306.14
2025-01-05,Facebook,Hotel,TW,1.939,397.45,17657,551,12,397.45
2025-01-12,Google,Hotel,JP,0.317,345.27,14187,259,10,65.13
2025-01-15,Naver,Vacation,JP,1.427,316.46,7331,219,3,316.46
2025-01-16,Naver,Vacation,JP,1.667,269.95,418,9,0,14.39
2025-02-17,Facebook,Flight,TW,1.795,499.35,4237,134,4,224.43
2025-02-28,Facebook,Vacation,JP,1.026,246.96,10461,324,11,240.06
2025-01-10,Baidu,Vacation,KR,0.794,310.67,17871,376,18,310.67
2025-01-23,Naver,Vacation,SG,1.849,313.44,4006,128,5,211.35
2025-01-29,Naver,Flight,TW,0.969,271.08,9520,193,7,169.93
2025-01-02,Naver,Hotel,TW,1.86,304.32,7666,209,9,304.32
2025-01-26,Google,Flight,SG,0.158,333.49,2689,53,3,6.48
2025-01-15,Twitter,Hotel,JP,1.936,397.28,12363,357,11,397.28
2025-01-27,Baidu,Flight,KR,1.478,148.84,14242,450,14,148.84
2025-01-24,Facebook,Flight,SG,1.758,182.43,11933,333,12,182.43
2025-02-12,Google,Vacation,JP,1.819,347.06,7011,217,8,341.75
2025-01-31,Google,Hotel,SG,0.104,359.9,17389,352,12,34.11
2025-02-10,Facebook,Vacation,KR,0.884,146.13,8390,165,4,143.3
2025-02-16,Naver,Vacation,JP,1.157,281.26,19620,557,15,281.26
2025-01-10,Naver,Flight,SG,0.489,231.73,10359,218,8,117.19
2025-01-08,Naver,Hotel,SG,0.588,472.99,3405,65,1,49.62
2025-01-25,Facebook,Hotel,TH,1.234,321.17,6679,209,5,192.3
2025-02-09,Twitter,Flight,KR,0.477,219.9,6784,156,6,90.58
2025-01-22,Naver,Hotel,TW,0.235,472.73,17023,349,13,100.22
2025-02-04,Naver,Flight,TH,1.901,299.07,4841,151,6,225.84
2025-01-10,Google,Flight,KR,1.185,286.55,6499,200,7,234.91
2025-02-21,Google,Vacation,TH,0.789,254.43,14578,327,22,254.43
2025-01-17,Twitter,Vacation,TW,0.9,197.27,18794,380,12,197.27
2025-01-06,Facebook,Vacation,TH,0.261,404.25,6778,129,6,25.25
2025-01-05,Facebook,Hotel,KR,1.387,356.42,4045,116,3,114.6
2025-02-18,Baidu,Hotel,SG,0.485,474.39,17444,367,14,159.4
2025-02-05,Baidu,Vacation,TW,1.584,162.68,4776,159,3,162.68
2025-01-24,Facebook,Vacation,TW,1.51,126.73,3819,106,5,126.73
2025-01-06,Naver,Hotel,TW,1.882,171.56,14069,416,13,171.56
2025-02-13,Facebook,Flight,TW,0.228,166.85,19615,410,14,67.98
2025-02-28,Google,Flight,KR,0.57,368.79,8236,184,7,117.06
2025-01-03,Baidu,Vacation,KR,0.268,253.96,2944,59,4,17.79
2025-01-02,Naver,Flight,KR,0.932,436.51,16929,305,15,304.71
2025-01-28,Naver,Vacation,KR,1.514,467.15,11233,317,12,339.05
2025-02-17,Naver,Vacation,TW,0.971,69.2,19420,361,12,69.2
2025-02-23,Google,Vacation,SG,0.645,81.26,4009,75,4,39.44
2025-01-02,Baidu,Vacation,SG,0.868,459.52,999,21,0,18.37
2025-02-01,Facebook,Vacation,TW,1.566,300.07,3694,104,4,115.89
2025-02-08,Baidu,Hotel,KR,0.856,258.08,2314,43,3,26.63
2025-02-12,Baidu,Vacation,JP,1.463,499.21,5725,186,7,259.06
2025-01-07,Baidu,Vacation,KR,0.405,275.08,1581,27,2,14.12
2025-01-23,Baidu,Vacation,TH,0.256,103.61,13908,247,4,45.72
2025-01-25,Baidu,Vacation,SG,0.289,357.7,15353,304,9,65.92
2025-02-07,Google,Vacation,JP,0.326,461.79,1148,19,1,7.06
2025-02-03,Google,Vacation,SG,0.446,168.84,475,7,0,2.48
2025-01-09,Google,Flight,SG,1.639,69.23,9327,295,14,69.23
2025-01-12,Google,Hotel,SG,0.304,296.33,17074,290,13,100.75
2025-01-02,Naver,Flight,SG,1.929,56.81,230,6,0,12.32
2025-02-21,Twitter,Hotel,KR,1.447,185.94,18483,558,16,185.94
2025-01-08,Facebook,Vacation,JP,0.504,343.35,1376,27,2,15.23
2025-01-14,Naver,Hotel,TW,0.291,187.5,18491,376,14,125.59
2025-01-09,Twitter,Flight,TH,0.981,315.93,4941,97,1,119.88
2025-01-29,Twitter,Hotel,TH,1.231,199.37,4552,147,5,138.25
2025-02-08,Naver,Hotel,KR,1.239,342.67,7961,246,2,307.72
2025-01-05,Facebook,Vacation,JP,1.549,59.45,14354,414,9,59.45
2025-02-20,Baidu,Flight,JP,0.697,243.51,6711,138,4,89.9
2025-01-22,Naver,Vacation,KR,1.354,281.71,18799,532,15,281.71
2025-02-18,Naver,Vacation,SG,0.539,374.0,3423,76,2,36.34
2025-01-31,Twitter,Flight,TH,1.551,227.38,15207,464,13,227.38
2025-01-05,Google,Hotel,KR,1.614,90.52,5959,172,7,90.52
2025-02-10,Naver,Flight,TH,0.494,61.36,390,5,0,2.38
2025-01-25,Google,Vacation,TH,1.578,53.42,11283,350,19,53.42
2025-01-17,Naver,Flight,JP,1.407,223.74,19738,585,20,223.74
2025-01-11,Baidu,Hotel,JP,1.237,375.04,2486,91,2,122.17
2025-02-16,Google,Hotel,TH,1.761,52.92,7855,237,10,52.92
2025-02-28,Twitter,Vacation,KR,0.849,128.34,15717,361,9,128.34
2025-01-26,Baidu,Hotel,SG,1.705,494.38,8177,255,13,310.51
2025-02-07,Twitter,Hotel,SG,0.398,235.5,8310,162,4,73.83
2025-01-08,Facebook,Hotel,KR,0.58,221.64,16378,297,9,152.43
2025-01-07,Facebook,Flight,KR,1.964,448.8,8732,279,5,430.57
2025-02-24,Naver,Flight,SG,1.354,267.71,3789,115,4,129.36
2025-01-29,Google,Flight,TH,1.555,422.98,18128,557,21,422.98
2025-01-09,Baidu,Flight,SG,0.53,148.19,11999,229,9,113.09
2025-02-03,Facebook,Hotel,KR,0.591,214.66,14789,273,4,169.51
2025-01-15,Google,Hotel,KR,1.664,89.13,4860,143,6,89.13
2025-02-25,Google,Hotel,TW,0.228,92.03,5965,120,2,27.9
2025-02-26,Twitter,Hotel,TH,1.097,470.71,10438,309,11,370.86
2025-01-25,Naver,Flight,SG,0.85,417.72,16088,342,13,304.61
2025-02-04,Baidu,Vacation,JP,1.498,267.56,11935,344,17,267.56
2025-02-05,Naver,Vacation,SG,0.814,111.63,8159,154,4,111.63
2025-01-13,Facebook,Flight,TH,1.244,247.53,1256,51,2,64.96
2025-01-20,Google,Hotel,SG,1.665,144.69,18753,587,28,144.69
2025-02-10,Baidu,Flight,JP,1.265,352.06,19395,566,26,352.06
2025-02-03,Twitter,Vacation,SG,1.141,426.5,7748,213,7,293.49
2025-02-13,Baidu,Vacation,TW,1.663,211.31,2259,53,3,71.08
2025-01-07,Facebook,Vacation,SG,1.099,336.92,15910,461,15,336.92
2025-02-15,Facebook,Flight,KR,0.87,73.05,1351,19,2,12.92
2025-01-20,Twitter,Hotel,TW,1.852,271.76,8485,248,11,271.76
2025-02-02,Baidu,Hotel,JP,1.996,478.44,15112,429,12,478.44
2025-01-26,Google,Vacation,TW,0.853,87.08,14253,277,14,87.08
2025-02-27,Naver,Flight,KR,0.372,87.46,14921,300,9,85.9
2025-02-08,Naver,Flight,JP,1.774,200.1,6521,195,5,200.1
2025-01-05,Twitter,Hotel,KR,0.79,269.36,786,25,1,25.2
2025-01-21,Google,Vacation,TW,1.024,425.84,7502,216,7,229.27
2025-02-27,Baidu,Flight,JP,1.931,118.96,5169,172,8,118.96
2025-01-12,Facebook,Vacation,SG,1.283,207.16,11190,313,15,207.16
2025-02-24,Google,Hotel,KR,0.827,101.92,5966,107,3,101.92
2025-01-11,Twitter,Flight,TW,0.748,294.44,16602,316,5,204.82
2025-02-20,Facebook,Hotel,JP,0.471,482.51,15774,321,7,110.4
2025-02-06,Google,Hotel,TW,1.945,71.0,11957,375,13,71.0
2025-01-20,Facebook,Flight,SG,1.371,252.22,19712,605,20,252.22
2025-02-24,Twitter,Hotel,JP,0.865,485.14,12760,256,7,286.93
2025-01-25,Baidu,Flight,SG,1.635,189.37,12546,367,20,189.37
2025-02-05,Facebook,Hotel,TH,0.891,226.73,19089,406,11,226.73
2025-01-17,Naver,Flight,KR,0.123,242.67,13639,271,10,35.08
2025-02-18,Twitter,Vacation,TH,0.406,353.37,8470,176,6,51.85
2025-02-06,Baidu,Hotel,SG,1.131,153.56,8557,262,9,153.56
2025-01-17,Twitter,Flight,TW,1.951,288.02,4657,143,3,287.48
2025-01-16,Google,Flight,TH,0.735,242.56,3770,82,4,51.93
2025-01-07,Facebook,Hotel,JP,0.47,480.39,8236,172,6,84.64
2025-01-08,Naver,Vacation,SG,1.492,258.45,12754,387,8,258.45
2025-01-01,Facebook,Hotel,KR,1.625,114.58,7171,221,9,114.58
2025-01-04,Facebook,Hotel,SG,1.443,454.1,6158,205,4,261.2
2025-01-20,Twitter,Flight,SG,1.75,114.83,5053,158,8,114.83
2025-01-08,Google,Vacation,TW,0.161,173.62,962,32,2,4.34
2025-02-19,Twitter,Vacation,KR,1.173,247.32,18034,560,22,247.32
2025-01-12,Naver,Hotel,TW,1.05,420.59,1291,34,2,34.81
2025-01-17,Google,Vacation,TH,0.232,348.94,16637,347,19,61.04
2025-01-26,Twitter,Hotel,JP,1.369,184.8,12284,349,3,184.8
2025-01-19,Twitter,Hotel,JP,0.756,228.1,3662,75,2,66.66
2025-01-09,Twitter,Hotel,TW,1.843,65.98,12166,374,12,65.98
2025-02-12,Google,Flight,TH,1.412,336.75,4326,117,7,197.22
2025-02-10,Facebook,Flight,JP,0.329,186.19,8630,183,3,53.72
2025-02-04,Facebook,Flight,JP,1.06,474.38,19662,548,23,474.38
2025-02-10,Facebook,Hotel,TW,0.784,160.41,15464,321,7,160.41
2025-01-22,Naver,Hotel,JP,1.141,262.04,4511,133,6,109.07
2025-02-16,Facebook,Vacation,TH,1.294,189.64,7253,232,7,189.64
2025-02-24,Facebook,Hotel,TW,1.219,134.4,5083,158,5,134.4
2025-01-14,Baidu,Flight,JP,1.418,439.16,11737,353,17,360.39
2025-02-01,Twitter,Flight,KR,1.311,403.9,6891,205,3,326.54
2025-01-03,Twitter,Hotel,KR,1.667,211.08,9005,290,9,211.08
2025-02-05,Google,Flight,TW,0.44,441.91,3401,60,1,23.68
